Manufacturer,Model,Description,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,CO2 g/km
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS ,Petrol,10.8,6.2,7.9,184
AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS S tronic,Petrol,10.6,6,7.7,179
AUDI,TT Roadster,1.8 TFSI 160PS,Petrol,8.6,5.3,6.5,152
AUDI,TT Roadster,1.8 TFSI 160PS 7speed S tronic,Petrol,8.6,5.3,6.6,152
AUDI,TT Roadster,2.0 TDI quattro 170PS ,Diesel,7.2,4.5,5.5,144
AUDI,TT Roadster,2.0 TDI quattro 170PS 7speed S tronic,Diesel,7.1,4.8,5.6,146
AUDI,TT Roadster,2.0 TFSI 211PS ,Petrol,9,5.4,6.7,156
AUDI,TT Roadster,2.0 TFSI 211PS S tronic,Petrol,10,5.6,7.2,168
AUDI,TT Roadster,2.0 TFSI quattro 211PS S tronic,Petrol,10.2,5.7,7.4,172
AUDI,TT Roadster,RS + 2.5 TFSI quattro 360PS,Petrol,12.8,7,9.1,212
AUDI,TT Roadster,RS + 2.5 TFSI quattro 360PS 7speed S tronic,Petrol,12.4,6.4,8.6,199
AUDI,TT Roadster,RS 2.5 TFSI quattro 340PS ,Petrol,12.8,7,9.1,212
AUDI,TT Roadster,RS 2.5 TFSI quattro 340PS 7speed S tronic,Petrol,12.4,6.4,8.6,199
AUDI,TT Roadster,TTS 2.0 TFSI quattro 272PS ,Petrol,10.9,6.4,8.1,189
AUDI,TT Roadster,TTS 2.0 TFSI quattro 272PS S tronic,Petrol,10.8,6.2,7.9,184
BENTLEY MOTORS,Continental,Flying Spur,Petrol / E85 (Flex Fuel),26.2,11.7,17,396
BENTLEY MOTORS,Continental,Flying Spur Speed,Petrol / E85 (Flex Fuel),26.2,11.7,17,396
BENTLEY MOTORS,Continental,GT,Petrol,22.4,9.9,14.5,338
BENTLEY MOTORS,Continental,GT Speed,Petrol,22.4,9.9,14.5,338
BENTLEY MOTORS,Continental,GT Speed Convertible,Petrol,23,10.1,14.9,347
BENTLEY MOTORS,Continental,GT V8 ,Petrol,15.4,7.7,10.6,246
BENTLEY MOTORS,Continental,GTC,Petrol,23,10.1,14.9,347
BENTLEY MOTORS,Continental,GTC V8,Petrol,15.8,8,10.9,254
BENTLEY MOTORS,Continental,Supersports,Petrol / E85 (Flex Fuel),25.7,11.5,16.7,388
BENTLEY MOTORS,Continental,Supersports Convertible,Petrol / E85 (Flex Fuel),25.7,11.5,16.7,388
BENTLEY MOTORS,Flying Spur,W12,Petrol,22.4,10.2,14.7,343
BENTLEY MOTORS,Mulsanne,Mulsanne,Petrol,25.3,11.8,16.9,393
BMW,1 Series 3-door F21,114d 3-door - 205/50 R17 tyres ,Diesel,5,3.8,4.3,112
BMW,1 Series 3-door F21,114d 3-door - 205/55 R16 tyres ,Diesel,4.9,3.7,4.1,109
BMW,1 Series 3-door F21,"114d 3-door - 225/40 R18 front, 245/35 R18 rear",Diesel,5,3.8,4.3,112
BMW,1 Series 3-door F21,"114d 3-door - 225/45 R17 front, 245/40 R17 rear",Diesel,5,3.8,4.3,112
BMW,1 Series 3-door F21,114d 3-door - 225/45 R17 tyres ,Diesel,5,3.8,4.3,112
BMW,1 Series 3-door F21,116d 3-door - 205/50 R17 tyres Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 3-door F21,116d 3-door - 205/50 R17 tyres Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 3-door F21,116d 3-door - 205/55 R16 tyres Auto.,Diesel,5,3.6,4.1,109
BMW,1 Series 3-door F21,116d 3-door - 205/55 R16 tyres Manual,Diesel,5.1,3.6,4.1,109
BMW,1 Series 3-door F21,116d 3-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 3-door F21,116d 3-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 3-door F21,116d 3-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 3-door F21,116d 3-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 3-door F21,116d 3-door - 225/45 R17 tyres Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 3-door F21,116d 3-door - 225/45 R17 tyres Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 3-door F21,116d EfficientDynamics 3-door - 205/55 R16 tyres,Diesel,4.4,3.4,3.8,99
BMW,1 Series 3-door F21,118d 3-door - 205/50 R17 tyres Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 3-door F21,118d 3-door - 205/50 R17 tyres Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 3-door F21,118d 3-door - 205/55 R16 tyres Auto.,Diesel,5.1,3.7,4.2,110
BMW,1 Series 3-door F21,118d 3-door - 205/55 R16 tyres Manual,Diesel,5.1,3.6,4.1,109
BMW,1 Series 3-door F21,118d 3-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 3-door F21,118d 3-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 3-door F21,118d 3-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 3-door F21,118d 3-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 3-door F21,118d 3-door - 225/45 R17 tyres Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 3-door F21,118d 3-door - 225/45 R17 tyres Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 3-door F21,120d 3-door - 205/50 R17 tyres Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 3-door F21,120d 3-door - 205/50 R17 tyres Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 3-door F21,120d 3-door - 205/55 R16 tyres,Diesel,5.4,3.7,4.3,114
BMW,1 Series 3-door F21,120d 3-door - 205/55 R16 tyres ,Diesel,4.9,3.8,4.2,110
BMW,1 Series 3-door F21,120d 3-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 3-door F21,120d 3-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 3-door F21,120d 3-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 3-door F21,120d 3-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 3-door F21,120d 3-door - 225/45 R17 tyres Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 3-door F21,120d 3-door - 225/45 R17 tyres Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 3-door F21,125d 3-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.7,4.2,4.7,124
BMW,1 Series 3-door F21,125d 3-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,6,4.2,4.9,128
BMW,1 Series 5-door F20,114d 5-door - 205/50 R17 tyres ,Diesel,5,3.8,4.3,112
BMW,1 Series 5-door F20,114d 5-door - 205/55 R16 tyres ,Diesel,4.9,3.7,4.1,109
BMW,1 Series 5-door F20,114d 5-door - 225/40 R18 front 245/35 R18 rear,Diesel,5,3.8,4.3,112
BMW,1 Series 5-door F20,114d 5-door - 225/45 R17 front 245/40 R17 rear,Diesel,5,3.8,4.3,112
BMW,1 Series 5-door F20,114d 5-door - 225/45 R17 tyres ,Diesel,5,3.8,4.3,112
BMW,1 Series 5-door F20,116d 5-door - 205/50 R17 tyres Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 5-door F20,116d 5-door - 205/50 R17 tyres Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 5-door F20,116d 5-door - 205/55 R16 tyres Auto.,Diesel,5,3.6,4.1,109
BMW,1 Series 5-door F20,116d 5-door - 205/55 R16 tyres Manual,Diesel,5.1,3.6,4.1,109
BMW,1 Series 5-door F20,116d 5-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 5-door F20,116d 5-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 5-door F20,116d 5-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 5-door F20,116d 5-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 5-door F20,116d 5-door - 225/45 R17 tyres Auto.,Diesel,5.3,3.8,4.4,115
BMW,1 Series 5-door F20,116d 5-door - 225/45 R17 tyres Manual,Diesel,5.3,3.8,4.3,114
BMW,1 Series 5-door F20,116d EfficientDynamics 5-door - 205/55 R16 tyres ,Diesel,4.4,3.4,3.8,99
BMW,1 Series 5-door F20,118d 5-door - 205/50 R17 tyres Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 5-door F20,118d 5-door - 205/50 R17 tyres Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 5-door F20,118d 5-door - 205/55 R16 tyres Auto.,Diesel,5.1,3.7,4.2,110
BMW,1 Series 5-door F20,118d 5-door - 205/55 R16 tyres Manual,Diesel,5.1,3.6,4.1,109
BMW,1 Series 5-door F20,118d 5-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 5-door F20,118d 5-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 5-door F20,118d 5-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 5-door F20,118d 5-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 5-door F20,118d 5-door - 225/45 R17 tyres Auto.,Diesel,5.3,3.9,4.4,116
BMW,1 Series 5-door F20,118d 5-door - 225/45 R17 tyres Manual,Diesel,5.4,3.8,4.4,115
BMW,1 Series 5-door F20,120d 5-door - 205/50 R17 tyres Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 5-door F20,120d 5-door - 205/50 R17 tyres Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 5-door F20,120d 5-door - 205/55 R16 tyres,Diesel,5.4,3.7,4.3,114
BMW,1 Series 5-door F20,120d 5-door - 205/55 R16 tyres ,Diesel,4.9,3.8,4.2,110
BMW,1 Series 5-door F20,120d 5-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 5-door F20,120d 5-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 5-door F20,120d 5-door - 225/45 R17 front 245/40 R17 rear Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 5-door F20,120d 5-door - 225/45 R17 front 245/40 R17 rear Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 5-door F20,120d 5-door - 225/45 R17 tyres Auto.,Diesel,5.2,3.9,4.4,116
BMW,1 Series 5-door F20,120d 5-door - 225/45 R17 tyres Manual,Diesel,5.6,3.9,4.5,119
BMW,1 Series 5-door F20,120d xDrive 5-door - 205/50 R17 tyres ,Diesel,5.9,4.1,4.8,126
BMW,1 Series 5-door F20,120d xDrive 5-door - 205/55 R16 tyres,Diesel,5.8,4,4.7,123
BMW,1 Series 5-door F20,120d xDrive 5-door - 225/40 R18 front 245/35 R18 rear,Diesel,5.9,4.1,4.8,126
BMW,1 Series 5-door F20,120d xDrive 5-door - 225/45 R17 front 245/40 R17 rear,Diesel,5.9,4.1,4.8,126
BMW,1 Series 5-door F20,120d xDrive 5-door - 225/45 R17 tyres ,Diesel,5.9,4.1,4.8,126
BMW,1 Series 5-door F20,125d 5-door - 225/40 R18 front 245/35 R18 rear Auto.,Diesel,5.7,4.2,4.7,124
BMW,1 Series 5-door F20,125d 5-door - 225/40 R18 front 245/35 R18 rear Manual,Diesel,6,4.2,4.9,128
BMW,3 Series E90/E91/E92/E93,320d Convertible - up to August 2013 Auto.,Diesel,7.1,4.7,5.6,149
BMW,3 Series E90/E91/E92/E93,320d Convertible - up to August 2013 Manual,Diesel,6.3,4.4,5.1,135
BMW,3 Series E90/E91/E92/E93,320i Convertible - up to August 2013 Auto.,Petrol,9.8,5.8,7.3,169
BMW,3 Series E90/E91/E92/E93,320i Convertible - up to August 2013 Manual,Petrol,8.8,5.6,6.8,159
BMW,3 Series E90/E91/E92/E93,325d Convertible - up to August 2013 Auto.,Diesel,8.2,5.4,6.4,168
BMW,3 Series E90/E91/E92/E93,325d Convertible - up to August 2013 Manual,Diesel,7.7,5.2,6.1,160
BMW,3 Series E90/E91/E92/E93,325i Convertible - up to August 2013 Auto.,Petrol,10.6,6.3,7.9,185
BMW,3 Series E90/E91/E92/E93,325i Convertible - up to August 2013 Manual,Petrol,10.2,5.9,7.5,176
BMW,3 Series E90/E91/E92/E93,330d Convertible - up to August 2013 Auto.,Diesel,8.2,5.4,6.4,170
BMW,3 Series E90/E91/E92/E93,330d Convertible - up to August 2013 Manual,Diesel,7.7,5.2,6.1,162
BMW,3 Series E90/E91/E92/E93,330i Convertible - up to August 2013 Auto.,Petrol,11.1,6.5,8.2,190
BMW,3 Series E90/E91/E92/E93,330i Convertible - up to August 2013 Manual,Petrol,10.5,6.2,7.8,182
BMW,3 Series E90/E91/E92/E93,335i Convertible - up to August 2013 Auto.,Petrol,12.2,6.8,8.8,205
BMW,3 Series E90/E91/E92/E93,335i Convertible - up to August 2013 Manual,Petrol,12.4,6.7,8.8,205
BMW,3 Series E90/E91/E92/E93,M3 Convertible - up to August 2013 Auto.,Petrol,16,8.9,11.5,269
BMW,3 Series E90/E91/E92/E93,M3 Convertible - up to August 2013 Manual,Petrol,18,9.6,12.7,297
BMW,3 Series Saloon F30,316d Saloon - Auto.,Diesel,5.4,3.9,4.4,117
BMW,3 Series Saloon F30,316d Saloon - Manual,Diesel,5.5,3.9,4.5,118
BMW,3 Series Saloon F30,318d Saloon - Auto.,Diesel,5.4,3.9,4.5,118
BMW,3 Series Saloon F30,318d Saloon - Manual,Diesel,5.5,3.9,4.5,118
BMW,3 Series Saloon F30,320d EfficientDynamics Saloon Auto.,Diesel,5,3.6,4.1,109
BMW,3 Series Saloon F30,320d EfficientDynamics Saloon Manual,Diesel,5.2,3.5,4.1,109
BMW,3 Series Saloon F30,320d Saloon - Auto.,Diesel,5.4,3.9,4.5,118
BMW,3 Series Saloon F30,320d Saloon - Manual,Diesel,5.8,3.8,4.6,120
BMW,3 Series Saloon F30,320d xDrive Saloon - Auto.,Diesel,5.8,4.2,4.8,125
BMW,3 Series Saloon F30,320d xDrive Saloon - Manual,Diesel,6.3,4.1,4.9,128
BMW,3 Series Saloon F30,325d Saloon - Auto.,Diesel,5.4,4.2,4.6,122
BMW,3 Series Saloon F30,325d Saloon - Manual,Diesel,6.2,4.2,4.9,129
BMW,3 Series Saloon F30,330d Saloon - from March 2014,Diesel,6,4.3,4.9,129
BMW,3 Series Saloon F30,330d xDrive Saloon - from March 2014,Diesel,6.4,4.6,5.2,137
BMW,3 Series Touring F31,316d Touring - Auto.,Diesel,5.7,4.1,4.7,123
BMW,3 Series Touring F31,316d Touring - Manual,Diesel,5.8,4.1,4.7,123
BMW,3 Series Touring F31,318d Touring - Auto.,Diesel,5.7,4.1,4.7,123
BMW,3 Series Touring F31,318d Touring - Manual,Diesel,5.8,4.1,4.7,123
BMW,3 Series Touring F31,320d EfficientDynamics Touring Auto.,Diesel,5.1,3.8,4.3,112
BMW,3 Series Touring F31,320d EfficientDynamics Touring Manual,Diesel,5.3,3.6,4.3,112
BMW,3 Series Touring F31,320d Touring - Auto.,Diesel,5.7,4.1,4.7,124
BMW,3 Series Touring F31,320d Touring - Manual,Diesel,6,4,4.8,125
BMW,3 Series Touring F31,320d xDrive Touring - Auto.,Diesel,6.1,4.4,5.1,133
BMW,3 Series Touring F31,320d xDrive Touring - Manual,Diesel,6.5,4.2,5.1,133
BMW,3 Series Touring F31,325d Touring - Auto.,Diesel,5.6,4.4,4.8,127
BMW,3 Series Touring F31,325d Touring - Manual,Diesel,6.4,4.3,5.1,134
BMW,3 Series Touring F31,330d Touring - - from March 2014,Diesel,6.3,4.5,5.1,135
BMW,3 Series Touring F31,330d xDrive Touring - ,Diesel,6.6,4.7,5.4,142
BMW,5 Series F10/F11,M5 Saloon,Petrol,14,7.6,9.9,232
BMW,5 Series Gran Turismo F07,520d Gran Turismo,Diesel,5.9,5,5.3,139
BMW,6 Series F12/F13,640d Convertible - 245/45 R18 tyres ,Diesel,6.8,4.9,5.6,148
BMW,6 Series F12/F13,640d Convertible - other/mixed tyres,Diesel,6.9,4.9,5.7,149
BMW,6 Series F12/F13,640d Coupé - 245/45 R18 tyres ,Diesel,6.7,4.8,5.5,144
BMW,6 Series F12/F13,640d Coupé - other/mixed tyres,Diesel,6.7,4.8,5.5,145
BMW,6 Series F12/F13,M6 Convertible,Petrol,14.4,7.9,10.3,239
BMW,6 Series F12/F13,M6 Coupé,Petrol,14,7.6,9.9,232
BMW,6 Series Gran Coupé F06,640d Gran Coupé - 245/45 R18 tyres ,Diesel,6.8,4.9,5.6,148
BMW,6 Series Gran Coupé F06,640d Gran Coupé - other/mixed tyres,Diesel,6.9,4.9,5.7,149
BMW,6 Series Gran Coupé F06,M6 Gran Coupé,Petrol,14,7.6,9.9,232
BMW,7 Series F01/F02,730d Saloon,Diesel,6.8,4.9,5.6,148
BMW,7 Series F01/F02,730Ld Saloon,Diesel,6.8,4.9,5.6,148
BMW,7 Series F01/F02,740d Saloon,Diesel,6.9,4.9,5.7,149
BMW,7 Series F01/F02,740i Saloon,Petrol,10.6,6.3,7.9,184
BMW,7 Series F01/F02,740Li Saloon,Petrol,10.6,6.3,7.9,184
BMW,7 Series F01/F02,ActiveHybrid 7 L Saloon,Petrol Electric,6,7.2,6.8,158
BMW,7 Series F01/F02,ActiveHybrid 7 Saloon,Petrol Electric,6,7.2,6.8,158
BMW,X1 Series E84,X1 sDrive16d,Diesel,5.7,4.4,4.9,128
BMW,X1 Series E84,X1 sDrive18d Auto.,Diesel,5.6,4.7,5,132
BMW,X1 Series E84,X1 sDrive18d Manual,Diesel,5.7,4.4,4.9,128
BMW,X1 Series E84,X1 sDrive20d Auto.,Diesel,5.6,4.7,5,132
BMW,X1 Series E84,X1 sDrive20d EfficientDynamics,Diesel,5.2,4.1,4.5,119
BMW,X1 Series E84,X1 sDrive20d Manual,Diesel,5.8,4.4,4.9,129
BMW,X1 Series E84,X1 xDrive18d Auto.,Diesel,6.1,5.1,5.4,143
BMW,X1 Series E84,X1 xDrive18d Manual,Diesel,6.5,4.8,5.5,144
BMW,X1 Series E84,X1 xDrive20d Auto.,Diesel,6.1,5.1,5.4,143
BMW,X1 Series E84,X1 xDrive20d Manual,Diesel,6.6,4.9,5.5,145
BMW,X1 Series E84,X1 xDrive25d Auto.,Diesel,6.3,5.1,5.5,145
BMW,X1 Series E84,X1 xDrive25d Manual,Diesel,7.2,5,5.9,154
BMW,X6 Series E71,X6 M ,Petrol,19.3,10.8,13.9,325
BMW,X6 Series E71,X6 M50d,Diesel,9,7,7.7,204
BMW,X6 Series E71,X6 xDrive30d,Diesel,8.7,6.7,7.4,195
BMW,X6 Series E71,X6 xDrive35i,Petrol,13.2,8.3,10.1,236
BMW,X6 Series E71,X6 xDrive40d,Diesel,8.8,6.8,7.5,198
BMW,X6 Series E71,X6 xDrive50i,Petrol,17.5,9.6,12.5,292
CHEVROLET,Aveo,1.2 2013,Petrol,5.8,4.1,4.7,111
CHEVROLET,Aveo,1.2 2014,Petrol,5.8,4.1,4.7,111
CHEVROLET,Aveo,1.3 VCDi 75PS 2013,Diesel,4.3,3.4,3.8,99
CHEVROLET,Aveo,1.3 VCDi 75PS 2014,Diesel,4.3,3.4,3.8,99
CHEVROLET,Aveo,1.3 VCDi 95PS 2013,Diesel,4.8,3.6,4.1,108
CHEVROLET,Aveo,1.3 VCDi 95PS 2014,Diesel,4.8,3.6,4.1,108
CHEVROLET,Aveo,1.3 VCDi eco 95PS 2013,Diesel,4.2,3.3,3.6,95
CHEVROLET,Aveo,1.3 VCDi eco 95PS 2014,Diesel,4.2,3.3,3.6,95
CHEVROLET,Aveo,1.4 2013,Petrol,6.8,4.5,5.3,125
CHEVROLET,Aveo,1.4 2014,Petrol,6.8,4.5,5.3,125
CHEVROLET,Aveo,1.4 Auto 2013,Petrol,8.3,5.1,6.3,147
CHEVROLET,Aveo,1.4 Auto 2014,Petrol,8.4,4.9,6.2,145
CHEVROLET,Camaro,6.2 V8 Convertible 2013,Petrol,20.9,10.2,14.1,329
CHEVROLET,Camaro,6.2 V8 Convertible 2014,Petrol,20.9,10.2,14.1,329
CHEVROLET,Camaro,6.2 V8 Convertible Auto 2013,Petrol,18.9,9.7,13.1,304
CHEVROLET,Camaro,6.2 V8 Convertible Auto 2014,Petrol,18.9,9.7,13.1,304
CHEVROLET,Camaro,6.2 V8 Coupé 2013,Petrol,20.9,10.2,14.1,329
CHEVROLET,Camaro,6.2 V8 Coupé 2014,Petrol,20.9,10.2,14.1,329
CHEVROLET,Camaro,6.2 V8 Coupé Auto 2013,Petrol,18.9,9.7,13.1,304
CHEVROLET,Camaro,6.2 V8 Coupé Auto 2014,Petrol,18.9,9.7,13.1,304
CHEVROLET,Captiva,2.2 VCDi 163PS FWD 2013,Diesel,7.8,5.3,6.2,164
CHEVROLET,Captiva,2.2 VCDi 163PS FWD 2014,Diesel,8.2,5.6,6.5,172
CHEVROLET,Captiva,2.2 VCDi 184PS AWD 2013,Diesel,7.9,5.6,6.4,170
CHEVROLET,Captiva,2.2 VCDi 184PS AWD 2014,Diesel,8.5,6,6.9,183
CHEVROLET,Captiva,2.2 VCDi 184PS AWD Auto 2013,Diesel,10.4,6.5,7.9,208
CHEVROLET,Captiva,2.2 VCDi 184PS AWD Auto 2014,Diesel,11,6.8,8.3,219
CHEVROLET,Corvette Stingray,6.2 V8 Convertible 2014,Petrol,19.1,8.1,12.2,283
CHEVROLET,Corvette Stingray,6.2 V8 Coupé 2014,Petrol,19.1,7.8,12,279
CHEVROLET,Cruze Station Wagon,1.6 Station Wagon 2013,Petrol,8.7,5.2,6.4,151
CHEVROLET,Cruze Station Wagon,1.7 VCDi 130PS Station Wagon 2013,Diesel,5.4,4,4.5,119
CHEVROLET,Cruze Station Wagon,1.8 Station Wagon Auto 2013,Petrol,10.4,5.6,7.2,170
CHEVROLET,Cruze Station Wagon,2.0 VCDi 163PS Station Wagon 2013,Diesel,8.3,5,6.2,164
CHEVROLET,Cruze,1.4 Hatchback 2014,Petrol,6.8,4.6,5.4,125
CHEVROLET,Cruze,1.4 Station Wagon 2014,Petrol,7.1,4.9,5.7,134
CHEVROLET,Cruze,1.4 Turbo Hatchback 2014,Petrol,7.5,4.8,5.8,134
CHEVROLET,Cruze,1.4 Turbo Hatchback Auto 2014,Petrol,8.6,5.1,6.4,149
CHEVROLET,Cruze,1.6 Hatchback 2013,Petrol,9.1,5.3,6.6,155
CHEVROLET,Cruze,1.6 Hatchback 2014,Petrol,9.4,5.3,6.9,157
CHEVROLET,Cruze,1.6 Hatchback Auto 2013,Petrol,10.3,5.6,7.3,170
CHEVROLET,Cruze,1.6 Hatchback Auto 2014,Petrol,10.3,5.5,7.3,169
CHEVROLET,Cruze,1.6 Station Wagon 2014,Petrol,9,5.1,6.6,151
CHEVROLET,Cruze,1.7 VCDi 110PS Hatchback 2014,Diesel,4.7,3.5,3.9,104
CHEVROLET,Cruze,1.7 VCDi 110PS Station Wagon 2014,Diesel,4.8,3.4,3.9,104
CHEVROLET,Cruze,1.7 VCDi 130PS Hatchback 2013,Diesel,5.5,3.9,4.5,117
CHEVROLET,Cruze,1.7 VCDi 130PS Saloon 2013,Diesel,5.5,3.9,4.5,117
CHEVROLET,Cruze,1.7 VCDi 130PS Station Wagon 2014,Diesel,5.4,4,4.5,119
CHEVROLET,Cruze,1.7VCDi 110PS Saloon 2014,Diesel,4.4,3.4,3.7,99
CHEVROLET,Cruze,1.7VCDi 130PS Hatchback 2014,Diesel,5.5,3.9,4.5,117
CHEVROLET,Cruze,1.7VCDi 130PS Saloon 2014,Diesel,5.5,3.9,4.5,117
CHEVROLET,Cruze,1.8 Hatchback 2013,Petrol,8.7,5.1,6.4,151
CHEVROLET,Cruze,1.8 Hatchback 2014,Petrol,8.7,5.1,6.4,151
CHEVROLET,Cruze,1.8 Hatchback Auto 2013,Petrol,10.1,5.4,7.1,166
CHEVROLET,Cruze,1.8 Hatchback Auto 2014,Petrol,10.1,5.4,7.1,166
CHEVROLET,Cruze,1.8 Station Wagon Auto 2014,Petrol,10.4,5.6,7.2,170
CHEVROLET,Cruze,2.0 VCDi 163PS Station Wagon Auto 2014,Diesel,8.3,5,6.2,164
CHEVROLET,Orlando,1.4T 140PS 2014,Petrol,8.1,5.5,6.4,149
CHEVROLET,Orlando,1.4T 140PS Auto 2014,Petrol,9,5.8,7,164
CHEVROLET,Orlando,1.8 141PS 2013,Petrol,9.2,5.7,7,164
CHEVROLET,Orlando,1.8 141PS 2014,Petrol,9.2,5.7,7,164
CHEVROLET,Orlando,1.8 141PS Auto 2013,Petrol,11,6.1,7.9,184
CHEVROLET,Orlando,1.8 141PS Auto 2014,Petrol,11.1,6.1,8,184
CHEVROLET,Orlando,2.0 VCDi 130PS 2013,Diesel,6.4,4.7,5.3,139
CHEVROLET,Orlando,2.0 VCDi 130PS 2014,Diesel,6.4,4.7,5.3,139
CHEVROLET,Orlando,2.0 VCDi 163PS 2013,Diesel,6.4,4.7,5.3,139
CHEVROLET,Orlando,2.0 VCDi 163PS 2014,Diesel,6.4,4.7,5.3,139
CHEVROLET,Orlando,2.0 VCDi 163PS Auto 2013,Diesel,8.1,5.5,6.4,169
CHEVROLET,Orlando,2.0 VCDi 163PS Auto 2014,Diesel,8.2,5.4,6.4,169
CHEVROLET,Spark,1.0 LS 5 Door Hatchback 2013,Petrol,6.6,4.2,5.1,119
CHEVROLET,Spark,1.0 LS 5 Door Hatchback 2014,Petrol,6.6,4.1,5,118
CHEVROLET,Spark,1.0 LS 5 Door Hatchback w/out A/C 2013,Petrol,6.6,4.2,5.1,119
CHEVROLET,Spark,1.0 LS 5 Door Hatchback w/out A/C 2014,Petrol,6.6,4.1,5,118
CHEVROLET,Spark,1.2 LT 5 Door Hatchback 2013,Petrol,6.6,4.2,5.1,119
CHEVROLET,Spark,1.2 LT 5 Door Hatchback 2014,Petrol,6.6,4.1,5,118
CHEVROLET,Spark,1.2 LTZ 5 Door Hatchback 2013,Petrol,6.6,4.1,5,118
CHEVROLET,Spark,1.2 LTZ 5 Door Hatchback 2014,Petrol,6.6,4.1,5,118
CHEVROLET,Trax,1.4T AWD 2013,Petrol,7.8,5.6,6.4,149
CHEVROLET,Trax,1.4T AWD 2014,Petrol,7.8,5.6,6.4,149
CHEVROLET,Trax,1.4T FWD 2014,Petrol,7.5,5.2,6,139
CHEVROLET,Trax,1.6 2013,Petrol,8.2,5.5,6.5,153
CHEVROLET,Trax,1.6 2014,Petrol,8.2,5.5,6.5,153
CHEVROLET,Trax,1.7 VCDi 2013,Diesel,5.4,4,4.5,120
CHEVROLET,Trax,1.7 VCDi Auto 2013,Diesel,6.4,4.6,5.3,139
CHEVROLET,Trax,1.7 VCDi Auto 2014,Diesel,6.4,4.6,5.3,139
CHEVROLET,Trax,1.7 VCDi AWD 2013,Diesel,5.6,4.5,4.9,129
